磁芯损耗，w/m3,频率，Hz,温度，oC,励磁波形,均值,中位数,总和,标准差,最小值,最大值,极差,变异系数,Q1,Q3,偏度,峰度,主频
25363.526290,141270,50,3,-0.000000,-0.000142,-0.000000,0.033141,-0.053781,0.054477,0.108259,-5656096880.961322,-0.030980,0.030898,0.011864,-1.327234,0.000976
44536.892130,141280,50,3,0.000000,-0.000092,0.000000,0.041973,-0.068185,0.069022,0.137207,1482076879.396930,-0.039130,0.039052,0.011068,-1.325628,0.000976
78708.843090,141270,50,3,-0.000000,-0.000217,-0.000000,0.052844,-0.085799,0.086916,0.172715,-13528193194.421505,-0.049271,0.049290,0.011363,-1.326347,0.000976
140997.659700,141270,50,3,0.000000,-0.000250,0.000000,0.066171,-0.107268,0.108674,0.215942,1539971308.397543,-0.061939,0.061710,0.010614,-1.327857,0.000976
188652.055300,141270,50,3,-0.000000,-0.000199,-0.000000,0.074445,-0.120792,0.122228,0.243021,-19058129143.654037,-0.069542,0.069508,0.009176,-1.327485,0.000976
333375.660700,141270,50,3,0.000000,-0.000376,0.000000,0.093836,-0.152197,0.154193,0.306390,2343600863.945098,-0.087560,0.087579,0.010154,-1.326863,0.000976
446149.473800,141280,50,3,-0.000000,-0.000146,-0.000000,0.105378,-0.170888,0.173100,0.343988,-26976603379.808247,-0.098522,0.098164,0.009820,-1.327264,0.000976
579555.201200,141280,50,3,-0.000000,-0.000612,-0.000000,0.116291,-0.188243,0.191088,0.379331,-2835289575.992494,-0.108786,0.108390,0.013039,-1.328026,0.000976
779719.613800,141280,50,3,-0.000000,-0.000599,-0.000000,0.130944,-0.211987,0.214976,0.426962,-16760778488.180304,-0.122467,0.122071,0.011674,-1.328858,0.000976
1033604.129000,141270,50,3,0.000000,-0.000429,0.000000,0.147572,-0.238844,0.242438,0.481282,25185745706.397549,-0.137801,0.137852,0.012556,-1.328387,0.000976
1375753.260000,141270,50,3,0.000000,-0.000619,0.000000,0.165992,-0.268896,0.272437,0.541334,28328614623.254517,-0.154988,0.154835,0.010672,-1.328342,0.000976
2505.896795,158750,50,3,0.000000,-0.000061,0.000000,0.011792,-0.019107,0.019426,0.038533,503143178.192289,-0.011026,0.010973,0.015767,-1.326515,0.000976
3252.903677,158750,50,3,-0.000000,-0.000067,-0.000000,0.013283,-0.021523,0.021873,0.043396,-591368531.338543,-0.012425,0.012347,0.016284,-1.326675,0.000976
4383.316131,158750,50,3,-0.000000,-0.000069,-0.000000,0.015059,-0.024443,0.024815,0.049258,-1542035274.097073,-0.014038,0.014031,0.014883,-1.324469,0.000976
5618.986641,158750,50,3,-0.000000,-0.000069,-0.000000,0.016671,-0.027034,0.027445,0.054479,-322095855.028419,-0.015587,0.015528,0.014952,-1.326064,0.000976
7580.444988,158750,50,3,-0.000000,-0.000088,-0.000000,0.018817,-0.030531,0.030997,0.061529,-253530421.590775,-0.017592,0.017529,0.014536,-1.325021,0.000976
9788.147383,158740,50,3,-0.000000,-0.000122,-0.000000,0.021073,-0.034196,0.034728,0.068924,-599408706.006515,-0.019651,0.019590,0.014689,-1.324684,0.000976
13414.667870,158750,50,3,0.000000,-0.000160,0.000000,0.023953,-0.038865,0.039509,0.078374,598228134.730313,-0.022326,0.022248,0.015093,-1.323929,0.000976
17798.560120,158750,50,3,-0.000000,-0.000155,-0.000000,0.026443,-0.042836,0.043434,0.086270,-3384769977.862766,-0.024796,0.024694,0.012845,-1.328827,0.000976
23922.138150,158750,50,3,0.000000,-0.000134,0.000000,0.029830,-0.048321,0.048994,0.097315,1527270701.404246,-0.027968,0.027784,0.011854,-1.328297,0.000976
31893.495970,158740,50,3,-0.000000,-0.000180,-0.000000,0.033632,-0.054481,0.055238,0.109719,-1913261216.085225,-0.031466,0.031391,0.011781,-1.328549,0.000976
42759.685930,158750,50,3,0.000000,-0.000150,0.000000,0.037814,-0.061320,0.062169,0.123489,921937197.716839,-0.035328,0.035205,0.011391,-1.326508,0.000976
55480.925660,158740,50,3,0.000000,-0.000238,0.000000,0.042444,-0.068800,0.069761,0.138561,1241779247.287534,-0.039692,0.039568,0.011534,-1.327005,0.000976
73794.205640,158750,50,3,0.000000,-0.000204,0.000000,0.047611,-0.077164,0.078252,0.155416,1950154435.177062,-0.044469,0.044325,0.011405,-1.327287,0.000976
97538.777960,158740,50,3,-0.000000,-0.000263,-0.000000,0.052734,-0.085336,0.086529,0.171865,-8999960020.345640,-0.049496,0.049179,0.011052,-1.329439,0.000976
130707.979700,158750,50,3,-0.000000,-0.000198,-0.000000,0.059426,-0.096170,0.097490,0.193660,-1448860568.287012,-0.055715,0.055297,0.010946,-1.329529,0.000976
174865.567700,158740,50,3,-0.000000,-0.000298,-0.000000,0.066972,-0.108445,0.109880,0.218325,-17144948916.005882,-0.062620,0.062463,0.009999,-1.328774,0.000976
232698.999400,158740,50,3,-0.000000,-0.000329,-0.000000,0.075001,-0.121486,0.123085,0.244571,-2648314993.592766,-0.070176,0.069927,0.009485,-1.328234,0.000976
309600.730200,158740,50,3,0.000000,-0.000400,0.000000,0.084291,-0.136493,0.138339,0.274832,3452578452.090334,-0.078892,0.078525,0.009918,-1.328504,0.000976
537748.575100,158750,50,3,0.000000,-0.000505,0.000000,0.104644,-0.169149,0.171754,0.340902,2279900091.884044,-0.097996,0.097661,0.011932,-1.329281,0.000976
1272493.069000,158750,50,3,0.000000,-0.000839,0.000000,0.149456,-0.241555,0.245152,0.486707,17004774480.583929,-0.139840,0.139595,0.011484,-1.329756,0.000976
1688309.226000,158740,50,3,0.000000,-0.000523,0.000000,0.168402,-0.272262,0.276261,0.548523,86220421953.657928,-0.157587,0.156955,0.011389,-1.328900,0.000976
2391.714123,177900,50,3,-0.000000,-0.000068,-0.000000,0.010437,-0.016926,0.017198,0.034124,-74735702.977426,-0.009751,0.009706,0.015255,-1.324994,0.000976
3109.118351,177900,50,3,0.000000,-0.000092,0.000000,0.011772,-0.019074,0.019406,0.038480,1205493606.300232,-0.010982,0.010942,0.016709,-1.325083,0.000976
4204.874045,177900,50,3,-0.000000,-0.000094,-0.000000,0.013370,-0.021687,0.022056,0.043742,-6845228161.246555,-0.012459,0.012455,0.015588,-1.323405,0.000976
5325.630552,177900,50,3,-0.000000,-0.000097,-0.000000,0.014766,-0.023943,0.024327,0.048270,-239998849.852392,-0.013772,0.013743,0.015384,-1.325044,0.000976
7134.442491,177900,50,3,-0.000000,-0.000104,-0.000000,0.016684,-0.027077,0.027493,0.054570,-244066188.222533,-0.015539,0.015539,0.014612,-1.324047,0.000976
12512.086800,177900,50,3,0.000000,-0.000137,0.000000,0.021256,-0.034482,0.035078,0.069560,1813850413.097092,-0.019793,0.019778,0.015427,-1.322706,0.000976
16619.055150,177900,50,3,0.000000,-0.000084,0.000000,0.023413,-0.037916,0.038475,0.076391,461060973.815184,-0.021879,0.021814,0.012384,-1.328008,0.000976
21915.381500,177900,50,3,0.000000,-0.000086,0.000000,0.026365,-0.042714,0.043320,0.086034,341745572.515969,-0.024613,0.024558,0.011946,-1.327534,0.000976
39174.248690,177900,50,3,-0.000000,-0.000133,-0.000000,0.033491,-0.054290,0.055091,0.109380,-762098642.597954,-0.031277,0.031185,0.012082,-1.325744,0.000976
51732.547290,177900,50,3,-0.000000,-0.000172,-0.000000,0.037539,-0.060842,0.061724,0.122566,-1067770353.919948,-0.035034,0.034940,0.011666,-1.326157,0.000976
66933.630300,177900,50,3,-0.000000,-0.000182,-0.000000,0.042120,-0.068270,0.069251,0.137521,-1960516370.270691,-0.039303,0.039215,0.011666,-1.326283,0.000976
88890.197460,177900,50,3,0.000000,-0.000249,0.000000,0.046699,-0.075540,0.076654,0.152194,23910049997.265278,-0.043762,0.043476,0.011135,-1.328623,0.000976
158226.936000,177900,50,3,-0.000000,-0.000269,-0.000000,0.059248,-0.095919,0.097258,0.193178,-2247018272.197827,-0.055301,0.055204,0.010115,-1.327657,0.000976
210854.106200,177900,50,3,-0.000000,-0.000311,-0.000000,0.066381,-0.107481,0.108984,0.216465,-3089746951.693057,-0.061974,0.061878,0.009720,-1.327395,0.000976
280666.676100,177900,50,3,-0.000000,-0.000320,-0.000000,0.074600,-0.120796,0.122457,0.243253,-1863176538.214726,-0.069665,0.069539,0.009768,-1.327549,0.000976
372783.039400,177900,50,3,0.000000,-0.000375,0.000000,0.083781,-0.135584,0.137600,0.273184,4515361546.079028,-0.078235,0.078071,0.010390,-1.327387,0.000976
484916.559000,177900,50,3,-0.000000,-0.000349,-0.000000,0.092622,-0.149624,0.152133,0.301757,-4311150261.772073,-0.086596,0.086346,0.012555,-1.328022,0.000976
649402.118600,177900,50,3,0.000000,-0.000385,0.000000,0.104423,-0.168684,0.171460,0.340144,2889986545.221964,-0.097583,0.097445,0.012269,-1.328584,0.000976
861054.402100,177900,50,3,-0.000000,-0.000520,-0.000000,0.117476,-0.189756,0.192837,0.382594,-3165674859.386567,-0.109840,0.109534,0.012256,-1.328687,0.000976
1145227.800000,177900,50,3,-0.000000,-0.000476,-0.000000,0.132297,-0.213725,0.217153,0.430878,-13547239482.348579,-0.123752,0.123457,0.011817,-1.328405,0.000976
1517322.399000,177900,50,3,-0.000000,-0.000552,-0.000000,0.149046,-0.240903,0.244645,0.485548,-11740206502.114798,-0.139236,0.138913,0.011549,-1.328155,0.000976
2441.302014,199190,50,3,0.000000,-0.000062,0.000000,0.009354,-0.015156,0.015415,0.030571,456129752.511183,-0.008747,0.008705,0.015059,-1.325820,0.000976
3195.877829,199190,50,3,0.000000,-0.000083,0.000000,0.010548,-0.017079,0.017384,0.034463,192885349.187043,-0.009831,0.009807,0.016055,-1.326061,0.000976
4191.689851,199190,50,3,-0.000000,-0.000087,-0.000000,0.011923,-0.019335,0.019673,0.039008,-158566648.591758,-0.011112,0.011107,0.015614,-1.323567,0.000976
5375.792634,199190,50,3,0.000000,-0.000091,0.000000,0.013239,-0.021440,0.021820,0.043260,6778432367.572369,-0.012337,0.012321,0.015308,-1.325380,0.000976
7096.350393,199190,50,3,0.000000,-0.000104,0.000000,0.014952,-0.024238,0.024659,0.048897,373446704.682267,-0.013939,0.013923,0.015263,-1.324316,0.000976
9191.989716,199180,50,3,-0.000000,-0.000071,-0.000000,0.016719,-0.027110,0.027564,0.054674,-2853302495.295284,-0.015594,0.015532,0.014900,-1.324023,0.000976
12334.342360,199190,50,3,0.000000,-0.000129,0.000000,0.018949,-0.030715,0.031270,0.061984,1077992220.136970,-0.017666,0.017625,0.015533,-1.323963,0.000976
16148.093210,199180,50,3,0.000000,-0.000112,0.000000,0.020929,-0.033875,0.034387,0.068262,10715769345.513540,-0.019590,0.019499,0.012544,-1.328756,0.000976
21424.066330,199190,50,3,-0.000000,-0.000073,-0.000000,0.023608,-0.038218,0.038810,0.077028,-895372756.045637,-0.022042,0.021964,0.012138,-1.327502,0.000976
28447.113360,199190,50,3,0.000000,-0.000075,0.000000,0.026582,-0.043044,0.043686,0.086730,1944271135.056596,-0.024834,0.024730,0.011585,-1.327539,0.000976
65533.150320,199190,50,3,0.000000,-0.000076,0.000000,0.037700,-0.061039,0.062004,0.123044,677276252.264881,-0.035255,0.035070,0.011237,-1.326582,0.000976
83383.721970,199190,50,3,-0.000000,-0.000145,-0.000000,0.041683,-0.067360,0.068456,0.135816,-820841701.611318,-0.038982,0.038909,0.012298,-1.328744,0.000976
112072.707100,199190,50,3,0.000000,-0.000089,0.000000,0.047097,-0.076117,0.077319,0.153436,48227210910.678696,-0.043995,0.043822,0.010815,-1.328560,0.000976
147958.463800,199190,50,3,-0.000000,-0.000070,-0.000000,0.052909,-0.085626,0.086852,0.172478,-1177792602.823550,-0.049439,0.049233,0.009478,-1.327515,0.000976
261523.936200,199190,50,3,-0.000000,-0.000126,-0.000000,0.066766,-0.107969,0.109670,0.217639,-2441739505.276000,-0.062424,0.062145,0.010118,-1.327246,0.000976
347613.937000,199190,50,3,0.000000,-0.000158,0.000000,0.074932,-0.121134,0.123053,0.244187,7673035647.423974,-0.070096,0.069764,0.010109,-1.327701,0.000976
449939.275000,199180,50,3,0.000000,-0.000257,0.000000,0.082900,-0.133775,0.136154,0.269929,4716061281.408605,-0.077381,0.077055,0.012584,-1.328277,0.000976
602316.790700,199190,50,3,-0.000000,-0.000400,-0.000000,0.093371,-0.150688,0.153269,0.303956,-3983829609.510623,-0.087392,0.087106,0.011742,-1.329207,0.000976
1397035.074000,199190,50,3,0.000000,-0.000651,0.000000,0.133195,-0.215058,0.218651,0.433708,3409787369.129254,-0.124221,0.124282,0.011494,-1.328148,0.000976
2460.293842,224200,50,3,-0.000000,-0.000060,-0.000000,0.008279,-0.013407,0.013628,0.027035,-117751519.820115,-0.007736,0.007719,0.014475,-1.327801,0.000976
3181.584103,224200,50,3,-0.000000,-0.000043,-0.000000,0.009356,-0.015144,0.015407,0.030551,-118276403.865588,-0.008725,0.008712,0.015526,-1.327808,0.000976
4172.701358,224200,50,3,0.000000,-0.000046,0.000000,0.010581,-0.017158,0.017444,0.034602,433389330.815965,-0.009854,0.009865,0.015076,-1.325004,0.000976
5322.249125,224200,50,3,-0.000000,-0.000072,-0.000000,0.011733,-0.019007,0.019321,0.038328,-214554047.741176,-0.010932,0.010938,0.014354,-1.326818,0.000976
7075.088203,224200,50,3,-0.000000,-0.000079,-0.000000,0.013258,-0.021479,0.021841,0.043320,-522168551.761367,-0.012344,0.012363,0.014296,-1.326235,0.000976
9127.001394,224200,50,3,0.000000,-0.000097,0.000000,0.014867,-0.024086,0.024506,0.048591,1014931038.247540,-0.013830,0.013863,0.014739,-1.325357,0.000976
15918.008520,224200,50,3,-0.000000,-0.000061,-0.000000,0.018582,-0.030065,0.030518,0.060583,-731859175.923338,-0.017368,0.017360,0.011050,-1.329466,0.000976
27328.002770,224200,50,3,-0.000000,-0.000078,-0.000000,0.023596,-0.038192,0.038749,0.076941,-779445718.463528,-0.022028,0.021980,0.010486,-1.329125,0.000976
47538.781090,224200,50,3,-0.000000,-0.000100,-0.000000,0.029833,-0.048272,0.049039,0.097311,-2349910854.361388,-0.027835,0.027809,0.011210,-1.327735,0.000976
62326.859980,224200,50,3,-0.000000,-0.000099,-0.000000,0.033429,-0.054108,0.054923,0.109032,-17115520916.595921,-0.031200,0.031150,0.010701,-1.328308,0.000976
105557.621600,224200,50,3,0.000000,-0.000113,0.000000,0.041833,-0.067571,0.068607,0.136177,1427909593.279735,-0.039078,0.038997,0.009888,-1.330304,0.000976
243080.694400,224200,50,3,0.000000,-0.000198,0.000000,0.059200,-0.095663,0.097165,0.192828,1515517421.467113,-0.055298,0.055206,0.009962,-1.328759,0.000976
322471.046600,224200,50,3,0.000000,-0.000235,0.000000,0.066522,-0.107432,0.109167,0.216599,3585207235.162579,-0.062195,0.062042,0.010242,-1.329442,0.000976
417903.976700,224210,50,3,-0.000000,-0.000312,-0.000000,0.073546,-0.118569,0.120721,0.239290,-5793127922.653112,-0.068654,0.068485,0.012291,-1.329955,0.000976
736183.854600,224200,50,3,0.000000,-0.000380,0.000000,0.093411,-0.150446,0.153298,0.303743,47827295279.863579,-0.087370,0.087193,0.012665,-1.330775,0.000976
973777.779900,224200,50,3,0.000000,-0.000568,0.000000,0.105122,-0.169461,0.172452,0.341913,5125968408.015041,-0.098193,0.098197,0.011294,-1.330240,0.000976
3226.768790,251240,50,3,0.000000,-0.000062,0.000000,0.008403,-0.013586,0.013822,0.027408,277570850.959902,-0.007861,0.007838,0.015417,-1.328509,0.000976
4244.379173,251240,50,3,0.000000,-0.000069,0.000000,0.009523,-0.015414,0.015683,0.031097,375067587.532800,-0.008869,0.008862,0.014911,-1.326188,0.000976
5344.508109,251240,50,3,0.000000,-0.000065,0.000000,0.010541,-0.017050,0.017333,0.034383,359806704.410039,-0.009856,0.009807,0.013594,-1.327895,0.000976
12097.519530,251240,50,3,-0.000000,-0.000096,-0.000000,0.015143,-0.024497,0.024947,0.049444,-369208372.728686,-0.014106,0.014103,0.014752,-1.326059,0.000976
15595.867080,251240,50,3,-0.000000,-0.000062,-0.000000,0.016685,-0.026960,0.027381,0.054341,-348681697.499358,-0.015630,0.015551,0.011834,-1.330288,0.000976
103844.577700,251240,50,3,0.000000,-0.000085,0.000000,0.037554,-0.060556,0.061547,0.122103,818188328.222145,-0.035193,0.035081,0.009653,-1.330714,0.000976
133748.291700,251240,50,3,0.000000,-0.000080,0.000000,0.042271,-0.068200,0.069274,0.137473,772950084.000395,-0.039525,0.039355,0.008869,-1.330476,0.000976
176536.820400,251230,50,3,0.000000,-0.000142,0.000000,0.047322,-0.076355,0.077585,0.153940,1101322592.426935,-0.044269,0.044158,0.009573,-1.329581,0.000976
308977.032500,251240,50,3,-0.000000,-0.000087,-0.000000,0.059764,-0.096377,0.097951,0.194328,-4371344980.499637,-0.055844,0.055620,0.009131,-1.330038,0.000976
399975.571300,251240,50,3,0.000000,-0.000340,0.000000,0.066159,-0.106473,0.108483,0.214956,29231703232166544.000000,-0.061940,0.061526,0.011689,-1.330642,0.000976
532856.251100,251240,50,3,-0.000000,-0.000275,-0.000000,0.074495,-0.119952,0.122060,0.242012,-6934801735.321055,-0.069629,0.069393,0.010431,-1.330844,0.000976
927461.267100,251240,50,3,-0.000000,-0.000385,-0.000000,0.094457,-0.152016,0.154763,0.306779,-2545364969.206594,-0.088395,0.088106,0.010896,-1.331041,0.000976
1221392.799000,251240,50,3,0.000000,-0.000378,0.000000,0.106291,-0.171103,0.174136,0.345239,10884073403.360878,-0.099469,0.099202,0.010414,-1.330837,0.000976
2630.908807,282490,50,3,-0.000000,-0.000031,-0.000000,0.006654,-0.010752,0.010945,0.021697,-6813512518.304958,-0.006221,0.006176,0.014415,-1.326662,0.000976
3385.214717,282480,50,3,-0.000000,-0.000051,-0.000000,0.007502,-0.012123,0.012337,0.024460,-404293093.496127,-0.007016,0.006983,0.014750,-1.326920,0.000976
4410.694936,282480,50,3,0.000000,-0.000048,0.000000,0.008484,-0.013728,0.013962,0.027689,59914638.786050,-0.007918,0.007879,0.013900,-1.325242,0.000976
7266.027676,282480,50,3,-0.000000,-0.000057,-0.000000,0.010638,-0.017204,0.017498,0.034702,-231781827.160734,-0.009922,0.009880,0.013494,-1.326023,0.000976
9335.961038,282480,50,3,-0.000000,-0.000067,-0.000000,0.011895,-0.019219,0.019568,0.038787,-320539240.988275,-0.011097,0.011040,0.013412,-1.326056,0.000976
15898.057750,282480,50,3,-0.000000,-0.000028,-0.000000,0.014888,-0.024015,0.024433,0.048448,-179360311.122966,-0.013916,0.013858,0.011650,-1.329061,0.000976
27018.217690,282480,50,3,0.000000,-0.000032,0.000000,0.018860,-0.030461,0.030936,0.061397,585230715.569121,-0.017637,0.017550,0.009815,-1.328152,0.000976
35287.349920,282480,50,3,0.000000,-0.000022,0.000000,0.021272,-0.034364,0.034910,0.069274,3111783762.504264,-0.019909,0.019780,0.009770,-1.327603,0.000976
59696.252800,282480,50,3,0.000000,-0.000078,0.000000,0.026738,-0.043180,0.043863,0.087042,13690080282.305576,-0.024985,0.024835,0.009730,-1.327870,0.000976
77398.353320,282480,50,3,0.000000,-0.000107,0.000000,0.029668,-0.047767,0.048590,0.096357,6075922555.630929,-0.027778,0.027655,0.009807,-1.330759,0.000976
170817.001900,282480,50,3,-0.000000,-0.000044,-0.000000,0.042148,-0.067940,0.069049,0.136989,-829993947.707132,-0.039435,0.039160,0.008265,-1.329068,0.000976
224778.938300,282480,50,3,-0.000000,-0.000037,-0.000000,0.047344,-0.076309,0.077607,0.153917,-1101830378.006403,-0.044330,0.044023,0.008902,-1.328393,0.000976
296345.960000,282480,50,3,-0.000000,-0.000045,-0.000000,0.053277,-0.085775,0.087295,0.173071,-9092567266.915443,-0.049921,0.049467,0.008916,-1.329321,0.000976
382082.091800,282480,50,3,0.000000,-0.000249,0.000000,0.058853,-0.094562,0.096460,0.191022,3013245928.581046,-0.055165,0.054681,0.011812,-1.330140,0.000976
508642.672100,282480,50,3,0.000000,-0.000320,0.000000,0.066286,-0.106573,0.108590,0.215162,2056882520.676391,-0.062157,0.061562,0.010967,-1.330151,0.000976
670181.650300,282480,50,3,0.000000,-0.000286,0.000000,0.074778,-0.120161,0.122485,0.242645,1701617011.626920,-0.070072,0.069493,0.010992,-1.330580,0.000976
881111.452500,282480,50,3,0.000000,-0.000384,0.000000,0.084014,-0.135062,0.137583,0.272644,21508152165.621376,-0.078490,0.078081,0.010668,-1.329863,0.000976
1156830.756000,282480,50,3,-0.000000,-0.000416,-0.000000,0.094658,-0.152180,0.155041,0.307221,-2019361510.232861,-0.088451,0.088069,0.010339,-1.329586,0.000976
3566.875739,316460,50,3,0.000000,-0.000030,0.000000,0.006675,-0.010778,0.010979,0.021757,325469677.820827,-0.006227,0.006186,0.014496,-1.326092,0.000976
4616.168450,316460,50,3,0.000000,-0.000023,0.000000,0.007538,-0.012201,0.012407,0.024608,47940754.941912,-0.007028,0.006998,0.013110,-1.323707,0.000976
5785.269037,316460,50,3,-0.000000,-0.000031,-0.000000,0.008376,-0.013532,0.013771,0.027304,-136148153.648083,-0.007811,0.007785,0.012831,-1.325898,0.000976
7538.261440,316460,50,3,-0.000000,-0.000031,-0.000000,0.009465,-0.015292,0.015573,0.030865,-201915381.089884,-0.008832,0.008789,0.013439,-1.325191,0.000976
9520.428287,316460,50,3,-0.000000,-0.000039,-0.000000,0.010551,-0.017057,0.017350,0.034407,-831111261.418253,-0.009841,0.009794,0.012821,-1.325351,0.000976
12750.407850,316460,50,3,0.000000,-0.000039,0.000000,0.012043,-0.019451,0.019831,0.039283,280284784.756938,-0.011250,0.011196,0.013628,-1.324594,0.000976
707859.959000,354610,70,2,0.000000,0.000000,0.000000,0.071666,-0.122202,0.122865,0.245068,73387913653.962463,-0.061965,0.061907,0.001947,-1.200772,0.000976
927703.264600,354610,70,2,-0.000000,-0.000000,-0.000000,0.080493,-0.137212,0.137956,0.275168,-3296980897.589377,-0.069575,0.069556,0.001708,-1.200835,0.000976
2087437.290000,354610,70,2,-0.000000,-0.000000,-0.000000,0.113479,-0.193206,0.194498,0.387704,-6835468039.865713,-0.098008,0.098057,0.002746,-1.201029,0.000976
2766294.227000,354610,70,2,-0.000000,-0.000065,-0.000000,0.127782,-0.217451,0.218857,0.436308,-4846240066.163486,-0.110372,0.110458,0.002618,-1.201343,0.000976
9556.945460,396820,70,2,0.000000,0.000000,0.000000,0.008926,-0.015266,0.015375,0.030640,108817819.813207,-0.007703,0.007708,0.003946,-1.198076,0.000976
12588.492280,396820,70,2,-0.000000,-0.000000,-0.000000,0.010178,-0.017396,0.017531,0.034927,-473749000.763779,-0.008782,0.008790,0.004180,-1.198213,0.000976
19865.800430,396820,70,2,0.000000,-0.000010,0.000000,0.012801,-0.021887,0.022040,0.043927,87385854.833508,-0.011062,0.011059,0.003694,-1.198111,0.000976
32439.204830,396820,70,2,0.000000,-0.000011,0.000000,0.016140,-0.027582,0.027778,0.055359,446678925.194757,-0.013944,0.013948,0.003760,-1.198579,0.000976
41428.675680,396820,70,2,0.000000,-0.000010,0.000000,0.018098,-0.030938,0.031124,0.062061,3088690539.955146,-0.015665,0.015658,0.002866,-1.198757,0.000976
86005.213670,396820,70,2,-0.000000,-0.000000,-0.000000,0.025442,-0.043465,0.043690,0.087155,-26052998190.377701,-0.022012,0.021996,0.002065,-1.199941,0.000976
184272.649200,396820,70,2,-0.000000,-0.000000,-0.000000,0.036112,-0.061610,0.061958,0.123569,-626750983.508402,-0.031272,0.031214,0.001959,-1.200590,0.000976
239284.317700,396820,70,2,0.000000,0.000000,0.000000,0.040629,-0.069282,0.069671,0.138953,20802189075.258011,-0.035161,0.035181,0.001871,-1.200749,0.000976
518693.424600,396820,70,2,0.000000,-0.000029,0.000000,0.057078,-0.097246,0.097756,0.195002,769054452.817998,-0.049308,0.049335,0.001873,-1.201448,0.000976
887329.098900,396820,70,2,-0.000000,-0.000000,-0.000000,0.071871,-0.122399,0.123037,0.245436,-24531842276.296444,-0.062180,0.062096,0.001422,-1.201579,0.000976
1164643.594000,396820,70,2,-0.000000,-0.000004,-0.000000,0.080787,-0.137539,0.138256,0.275795,-1760114032.878616,-0.069764,0.069794,0.001399,-1.201656,0.000976
1502890.835000,396820,70,2,-0.000000,-0.000007,-0.000000,0.090166,-0.153374,0.154430,0.307803,-46165124440.851128,-0.078091,0.077993,0.002486,-1.201179,0.000976
1972606.801000,396820,70,2,0.000000,-0.000067,0.000000,0.101374,-0.172346,0.173561,0.345907,2471597894.282901,-0.087675,0.087582,0.002476,-1.201506,0.000976
1587267.614000,354610,70,2,-0.000000,0.000043,-0.000000,0.101052,-0.173214,0.172146,0.345360,-1567833946.650308,-0.087416,0.087227,-0.002730,-1.200512,0.000976
9535.706656,396820,70,2,0.000000,0.000000,0.000000,0.008925,-0.015371,0.015261,0.030633,253877103.938376,-0.007703,0.007706,-0.003861,-1.198255,0.000976
19871.756990,396820,70,2,0.000000,0.000000,0.000000,0.012809,-0.022054,0.021889,0.043943,104094928.816310,-0.011049,0.011072,-0.003835,-1.198499,0.000976
25903.968960,396820,70,2,-0.000000,-0.000000,-0.000000,0.014548,-0.025044,0.024863,0.049907,-1862206751.364413,-0.012552,0.012560,-0.003879,-1.198333,0.000976
32611.945250,396820,70,2,0.000000,0.000000,0.000000,0.016196,-0.027879,0.027670,0.055548,312913367.007674,-0.013959,0.014014,-0.003835,-1.198355,0.000976
41382.323800,396820,70,2,0.000000,0.000000,0.000000,0.018109,-0.031158,0.030941,0.062099,713216392.712943,-0.015629,0.015644,-0.003443,-1.198585,0.000976
52886.418940,396820,70,2,0.000000,0.000000,0.000000,0.020292,-0.034902,0.034659,0.069562,519479938.662668,-0.017495,0.017550,-0.003340,-1.198752,0.000976
239013.633500,396820,70,2,-0.000000,0.000015,-0.000000,0.040655,-0.069694,0.069335,0.139029,-2448870413.154367,-0.035168,0.035125,-0.001695,-1.200700,0.000976
519309.139100,396820,70,2,0.000000,0.000000,0.000000,0.057155,-0.097861,0.097383,0.195243,29263526587.426502,-0.049365,0.049446,-0.001597,-1.201170,0.000976
888296.594700,396820,70,2,-0.000000,-0.000000,-0.000000,0.071929,-0.123108,0.122489,0.245598,-24551976567.566978,-0.062157,0.062291,-0.001292,-1.201535,0.000976
1163294.243000,396820,70,2,0.000000,0.000000,0.000000,0.080873,-0.138363,0.137673,0.276036,16562818746.145164,-0.069863,0.070027,-0.001384,-1.201872,0.000976
1505892.074000,396820,70,2,0.000000,0.000000,0.000000,0.090322,-0.154599,0.153680,0.308279,8408184062.970360,-0.078121,0.078127,-0.002139,-1.201321,0.000976
1978770.733000,396820,70,2,-0.000000,-0.000000,-0.000000,0.101625,-0.173908,0.172808,0.346716,-104066184906.408951,-0.087840,0.087949,-0.002504,-1.201471,0.000976
4670.275153,50060,70,3,0.000000,-0.000122,0.000000,0.037090,-0.060356,0.060931,0.121287,949504151.981875,-0.034650,0.034739,0.011491,-1.330736,0.000976
6348.731860,50060,70,3,-0.000000,-0.000122,-0.000000,0.041892,-0.068149,0.068804,0.136953,-893688691.528626,-0.039190,0.039220,0.011143,-1.331467,0.000976
11301.516500,50060,70,3,-0.000000,-0.000129,-0.000000,0.052537,-0.085574,0.086269,0.171842,-13449497950.799105,-0.049092,0.049228,0.009899,-1.330159,0.000976
15514.957400,50060,70,3,0.000000,-0.000129,0.000000,0.059442,-0.096877,0.097651,0.194528,6086876158.376548,-0.055585,0.055512,0.009653,-1.329582,0.000976
38955.027980,50060,70,3,0.000000,-0.000491,0.000000,0.083229,-0.135181,0.136716,0.271897,85222609382.015274,-0.077933,0.077889,0.014281,-1.331624,0.000976
75606.535830,50060,70,3,-0.000000,-0.000328,-0.000000,0.105897,-0.172295,0.173848,0.346143,-27109748343.710590,-0.099057,0.099191,0.011256,-1.330359,0.000976
