Class,Filename,Filepath,Width,Height,FirstLevel,SecondLevel
Res,7ba70df24f89b0efd77654e4f551f115.tif,ImageSets\Res\7ba70df24f89b0efd77654e4f551f115.tif,216,136,Residential Districts,High-rise Residential Buildings
Ind,7c1427f4c8b15000d09b2db8b27b974f.tif,ImageSets\Ind\7c1427f4c8b15000d09b2db8b27b974f.tif,239,213,Industrial Land,Industrial Park and Factory
Res,7c579c9480c09a01dcc6c93b5dbe0caa.tif,ImageSets\Res\7c579c9480c09a01dcc6c93b5dbe0caa.tif,263,174,Residential Districts,High-rise Residential Buildings
Agr,7c7366b92fd982c74f7efb93dc3416fe.tif,ImageSets\Agr\7c7366b92fd982c74f7efb93dc3416fe.tif,387,390,Agriculture and Nature,Farmland
Com,7cf616f6127dc6a05220924f34645f87.tif,ImageSets\Com\7cf616f6127dc6a05220924f34645f87.tif,220,164,Commercial Zones,Office Campus
Com,7d326534d3abdcf492f1049f8011b908.tif,ImageSets\Com\7d326534d3abdcf492f1049f8011b908.tif,144,153,Commercial Zones,Commercial Market
Ind,7d470bda98721497f11359c1525de9e9.tif,ImageSets\Ind\7d470bda98721497f11359c1525de9e9.tif,491,340,Industrial Land,Industrial Park and Factory
Com,7d6d9c4e91932ef281ece88f7bdc6f0b.tif,ImageSets\Com\7d6d9c4e91932ef281ece88f7bdc6f0b.tif,146,188,Commercial Zones,Business Tower
Com,7d7e375b2928a61d326a6d81e7b29e9d.tif,ImageSets\Com\7d7e375b2928a61d326a6d81e7b29e9d.tif,398,341,Commercial Zones,Office Campus
Ind,7d8d95ce2949bd2349664c49746743ef.tif,ImageSets\Ind\7d8d95ce2949bd2349664c49746743ef.tif,388,356,Industrial Land,Industrial Park and Factory
Res,7e0f2cc9a76d87c0cbf447ce216ae257.tif,ImageSets\Res\7e0f2cc9a76d87c0cbf447ce216ae257.tif,252,261,Residential Districts,High-rise Residential Buildings
Agr,7e9bea0e021388122683a350ce2f106f.tif,ImageSets\Agr\7e9bea0e021388122683a350ce2f106f.tif,158,182,Agriculture and Nature,Farmland
Com,7eb1fda7a920a61c32be49c62eddcda7.tif,ImageSets\Com\7eb1fda7a920a61c32be49c62eddcda7.tif,265,251,Commercial Zones,Office Campus
Ind,7eedb0d99afefba6110b8021d50de41a.tif,ImageSets\Ind\7eedb0d99afefba6110b8021d50de41a.tif,255,250,Industrial Land,Industrial Park and Factory
Agr,7efd4da73a796364b5e08a70a69a0cc7.tif,ImageSets\Agr\7efd4da73a796364b5e08a70a69a0cc7.tif,410,164,Agriculture and Nature,Farmland
Res,7f54e0db724c2726c81ca904754c14fe.tif,ImageSets\Res\7f54e0db724c2726c81ca904754c14fe.tif,189,209,Residential Districts,High-rise Residential Buildings
Agr,7f80a6b6565dc5a9a34a34332a85fd80.tif,ImageSets\Agr\7f80a6b6565dc5a9a34a34332a85fd80.tif,357,214,Agriculture and Nature,Farmland
Com,7fa606a1e3c97299ff9a1a07458fa926.tif,ImageSets\Com\7fa606a1e3c97299ff9a1a07458fa926.tif,156,165,Commercial Zones,Office Campus
Res,7fb327e9547e63ea0fdaaf60be986132.tif,ImageSets\Res\7fb327e9547e63ea0fdaaf60be986132.tif,261,254,Residential Districts,High-rise Residential Buildings
Agr,8002f151055817290bc990dafba62ceb.tif,ImageSets\Agr\8002f151055817290bc990dafba62ceb.tif,765,538,Agriculture and Nature,Wasteland
Pub,8021c6b070d0e52ff71e8da2c4e9ca42.tif,ImageSets\Pub\8021c6b070d0e52ff71e8da2c4e9ca42.tif,229,164,Public Services,Parks and Squares
Agr,8041eef8b61a7a887fe6f4125e3050da.tif,ImageSets\Agr\8041eef8b61a7a887fe6f4125e3050da.tif,999,563,Agriculture and Nature,Mountain
Ind,80d7ebe04b4c28e53a5b090a903bd328.tif,ImageSets\Ind\80d7ebe04b4c28e53a5b090a903bd328.tif,239,182,Industrial Land,Industrial Park and Factory
Res,80f4e105e1c4e253ad5390515fb0a5ff.tif,ImageSets\Res\80f4e105e1c4e253ad5390515fb0a5ff.tif,217,306,Residential Districts,High-rise Residential Buildings
Res,81187dadf63694aae2501d5742b73ccf.tif,ImageSets\Res\81187dadf63694aae2501d5742b73ccf.tif,194,184,Residential Districts,High-rise Residential Buildings
Res,8157019d5a9ed8c490594caac34ca50e.tif,ImageSets\Res\8157019d5a9ed8c490594caac34ca50e.tif,278,380,Residential Districts,High-rise Residential Buildings
Res,81d1bcd6997cb208ddc0a1b20b811376.tif,ImageSets\Res\81d1bcd6997cb208ddc0a1b20b811376.tif,303,206,Residential Districts,High-rise Residential Buildings
Agr,820f1c32519e049a10c817f06a4b550b.tif,ImageSets\Agr\820f1c32519e049a10c817f06a4b550b.tif,1091,450,Agriculture and Nature,Water
Com,827d84fc5600956312357725c82c2f62.tif,ImageSets\Com\827d84fc5600956312357725c82c2f62.tif,126,161,Commercial Zones,Office Campus
Com,82a1eabe9c9c2f4e890c9d1efde95be1.tif,ImageSets\Com\82a1eabe9c9c2f4e890c9d1efde95be1.tif,281,284,Commercial Zones,Office Campus
Pub,839b918309928cabac232cc685a5ef4f.tif,ImageSets\Pub\839b918309928cabac232cc685a5ef4f.tif,410,236,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Agr,83a53e2a3456b693fdbdd33298fec710.tif,ImageSets\Agr\83a53e2a3456b693fdbdd33298fec710.tif,417,280,Agriculture and Nature,Farmland
Res,83b3d9c2a68b6434a9fccc547e1cf8e7.tif,ImageSets\Res\83b3d9c2a68b6434a9fccc547e1cf8e7.tif,102,104,Residential Districts,High-rise Residential Buildings
Com,83f25dd3e7a3fa94638483bbfd104ef0.tif,ImageSets\Com\83f25dd3e7a3fa94638483bbfd104ef0.tif,131,134,Commercial Zones,Business Tower
Pub,84436b83730fd4a0e247a9872bfe8570.tif,ImageSets\Pub\84436b83730fd4a0e247a9872bfe8570.tif,263,125,Public Services,Parks and Squares
Com,8469124fb16249148a3cbe35b514d5a6.tif,ImageSets\Com\8469124fb16249148a3cbe35b514d5a6.tif,265,169,Commercial Zones,Shopping Center and Commercial Street
Agr,84d07b96f92d1a152ac3db9444103e74.tif,ImageSets\Agr\84d07b96f92d1a152ac3db9444103e74.tif,498,371,Agriculture and Nature,Farmland
Agr,8532049e4909bebc83878110f8ac803e.tif,ImageSets\Agr\8532049e4909bebc83878110f8ac803e.tif,180,234,Agriculture and Nature,Wasteland
Ind,8540cbe0a0ab70b28f536b6d519790b2.tif,ImageSets\Ind\8540cbe0a0ab70b28f536b6d519790b2.tif,256,227,Industrial Land,Industrial Park and Factory
Res,85ff686244cb5e8f8c5598c1123fae11.tif,ImageSets\Res\85ff686244cb5e8f8c5598c1123fae11.tif,165,168,Residential Districts,High-rise Residential Buildings
Pub,861bffdd057c7f34128f3a46dd5dcb81.tif,ImageSets\Pub\861bffdd057c7f34128f3a46dd5dcb81.tif,268,124,Public Services,Parks and Squares
Ind,863091f8112798f2f2d33b0c362c99f4.tif,ImageSets\Ind\863091f8112798f2f2d33b0c362c99f4.tif,161,147,Industrial Land,Industrial Park and Factory
Com,86834e8a68bf0530932e1d682c38564f.tif,ImageSets\Com\86834e8a68bf0530932e1d682c38564f.tif,115,149,Commercial Zones,Office Campus
Ind,86f98062665d6ed3b191d44b7acb3c92.tif,ImageSets\Ind\86f98062665d6ed3b191d44b7acb3c92.tif,142,134,Industrial Land,Industrial Park and Factory
Res,8740cad3f622a5edf75886f83214dd01.tif,ImageSets\Res\8740cad3f622a5edf75886f83214dd01.tif,290,316,Residential Districts,High-rise Residential Buildings
Agr,878760bd1d45a1e262db3433281efd91.tif,ImageSets\Agr\878760bd1d45a1e262db3433281efd91.tif,1063,1343,Agriculture and Nature,Farmland
Agr,87b7ec14d1c6bab38aeb467a9b697836.tif,ImageSets\Agr\87b7ec14d1c6bab38aeb467a9b697836.tif,1026,414,Agriculture and Nature,Mountain
Ind,880978987b2d60460f1ec9bf496874ea.tif,ImageSets\Ind\880978987b2d60460f1ec9bf496874ea.tif,219,255,Industrial Land,Industrial Park and Factory
Res,8818f398a5e92553f386ea1d4185003a.tif,ImageSets\Res\8818f398a5e92553f386ea1d4185003a.tif,125,209,Residential Districts,High-rise Residential Buildings
Com,8831f74e609f7231ca807ac3c6da764f.tif,ImageSets\Com\8831f74e609f7231ca807ac3c6da764f.tif,123,137,Commercial Zones,Shopping Center and Commercial Street
Ind,884327b4ffa361725b0310b35f515637.tif,ImageSets\Ind\884327b4ffa361725b0310b35f515637.tif,206,216,Industrial Land,Industrial Park and Factory
Pub,88740cf0add22fc89f6156480d857f0e.tif,ImageSets\Pub\88740cf0add22fc89f6156480d857f0e.tif,113,105,Public Services,Educational and Research Institutions
Res,8877cd6f5afd136c368a4df03758b142.tif,ImageSets\Res\8877cd6f5afd136c368a4df03758b142.tif,172,147,Residential Districts,High-rise Residential Buildings
Com,88ffa815e32a3995ca2337cab78b0c9f.tif,ImageSets\Com\88ffa815e32a3995ca2337cab78b0c9f.tif,225,197,Commercial Zones,Commercial Market
Agr,890a8f5b91227e657276fa7c667191a2.tif,ImageSets\Agr\890a8f5b91227e657276fa7c667191a2.tif,285,203,Agriculture and Nature,Farmland
Res,8a1f44601d698083cef46a87b9cd1ea0.tif,ImageSets\Res\8a1f44601d698083cef46a87b9cd1ea0.tif,175,184,Residential Districts,High-rise Residential Buildings
Ind,8a2eff109c2b4f17723942aef5253464.tif,ImageSets\Ind\8a2eff109c2b4f17723942aef5253464.tif,331,273,Industrial Land,Industrial Park and Factory
Com,8c0c55e9160f7b336e2c8f65077cd515.tif,ImageSets\Com\8c0c55e9160f7b336e2c8f65077cd515.tif,223,219,Commercial Zones,Office Campus
Agr,8c3eec9dd2dd4ce8b7ca57ff3c141444.tif,ImageSets\Agr\8c3eec9dd2dd4ce8b7ca57ff3c141444.tif,281,331,Agriculture and Nature,Forestland and Grassland
Agr,8c607887278b0e5e0abb9e0cebcedd41.tif,ImageSets\Agr\8c607887278b0e5e0abb9e0cebcedd41.tif,198,206,Agriculture and Nature,Forestland and Grassland
Ind,8cfbb64491e7d00d948586d50afd54ca.tif,ImageSets\Ind\8cfbb64491e7d00d948586d50afd54ca.tif,235,272,Industrial Land,Industrial Park and Factory
Com,8d43159072d2e035784634ee6595ada0.tif,ImageSets\Com\8d43159072d2e035784634ee6595ada0.tif,167,139,Commercial Zones,Office Campus
Res,8da1c4158ae6025dfa7366088366ba3b.tif,ImageSets\Res\8da1c4158ae6025dfa7366088366ba3b.tif,180,113,Residential Districts,High-rise Residential Buildings
Res,8db7492761947600fdf8dcd8d13a4fd0.tif,ImageSets\Res\8db7492761947600fdf8dcd8d13a4fd0.tif,297,240,Residential Districts,High-rise Residential Buildings
Com,8ddc5e2bc69a7feedaad7361f1d92820.tif,ImageSets\Com\8ddc5e2bc69a7feedaad7361f1d92820.tif,198,179,Commercial Zones,Commercial Entertainment
Agr,8ddda8bedab5a898f8098364b62563f4.tif,ImageSets\Agr\8ddda8bedab5a898f8098364b62563f4.tif,169,130,Agriculture and Nature,Water
Pub,8de07023fa1dbb28b4a8247be05f71ff.tif,ImageSets\Pub\8de07023fa1dbb28b4a8247be05f71ff.tif,287,326,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Ind,8e64692f72370149ae75f6190f1a5c41.tif,ImageSets\Ind\8e64692f72370149ae75f6190f1a5c41.tif,163,148,Industrial Land,Industrial Park and Factory
Res,8ea1336f41611778d26e9c0c753572ef.tif,ImageSets\Res\8ea1336f41611778d26e9c0c753572ef.tif,429,294,Residential Districts,High-rise Residential Buildings
Agr,8f19d1b8979d892e2037109ad86fa4bf.tif,ImageSets\Agr\8f19d1b8979d892e2037109ad86fa4bf.tif,3738,3236,Agriculture and Nature,Mountain
Res,8f1b6c062c7cac66478534cb6995a8a6.tif,ImageSets\Res\8f1b6c062c7cac66478534cb6995a8a6.tif,160,177,Residential Districts,High-rise Residential Buildings
Com,8f3eaacad01d9b964e81add772f4eae9.tif,ImageSets\Com\8f3eaacad01d9b964e81add772f4eae9.tif,581,517,Commercial Zones,Office Campus
Agr,8f6ff41b6187e310d7da87c8c5a9ca8d.tif,ImageSets\Agr\8f6ff41b6187e310d7da87c8c5a9ca8d.tif,211,140,Agriculture and Nature,Forestland and Grassland
Ind,8fa227b2f01807b83a027898a74a86dd.tif,ImageSets\Ind\8fa227b2f01807b83a027898a74a86dd.tif,378,227,Industrial Land,Industrial Park and Factory
Pub,8fc6889d386b5cfee73551d6bf8422d5.tif,ImageSets\Pub\8fc6889d386b5cfee73551d6bf8422d5.tif,367,357,Public Services,Educational and Research Institutions
Ind,8fe85a188be7c24f12134a4688d90dac.tif,ImageSets\Ind\8fe85a188be7c24f12134a4688d90dac.tif,207,190,Industrial Land,Industrial Park and Factory
Res,8ff6a0a22d2382bc0361ffe0f4f19817.tif,ImageSets\Res\8ff6a0a22d2382bc0361ffe0f4f19817.tif,140,196,Residential Districts,High-rise Residential Buildings
Pub,9155fc9da3a068046313c8f83f4bfa1a.tif,ImageSets\Pub\9155fc9da3a068046313c8f83f4bfa1a.tif,343,188,Public Services,Parks and Squares
Ind,9178cc6d35968f3125bd7b029d3d329f.tif,ImageSets\Ind\9178cc6d35968f3125bd7b029d3d329f.tif,207,160,Industrial Land,Industrial Park and Factory
Ind,91b12067a48dbbc0d4a108a2e52ee246.tif,ImageSets\Ind\91b12067a48dbbc0d4a108a2e52ee246.tif,171,165,Industrial Land,Industrial Park and Factory
Res,9205df235c380d32097fd1ff8a4f4e22.tif,ImageSets\Res\9205df235c380d32097fd1ff8a4f4e22.tif,222,257,Residential Districts,Villas and High-end Residences
Pub,922c9d5e052f9956171ec46af168d6c8.tif,ImageSets\Pub\922c9d5e052f9956171ec46af168d6c8.tif,125,165,Public Services,Educational and Research Institutions
Ind,9305c03e727d5e833477be23e10e43ab.tif,ImageSets\Ind\9305c03e727d5e833477be23e10e43ab.tif,167,172,Industrial Land,Industrial Park and Factory
Agr,93771c6ab891d367fd68f3e3bc5fb065.tif,ImageSets\Agr\93771c6ab891d367fd68f3e3bc5fb065.tif,1110,927,Agriculture and Nature,Mountain
Agr,93bc6873bb39f94fc8cb95ba8124a370.tif,ImageSets\Agr\93bc6873bb39f94fc8cb95ba8124a370.tif,154,136,Agriculture and Nature,Forestland and Grassland
Ind,9456397d670b69d6b17836c21b1bdb22.tif,ImageSets\Ind\9456397d670b69d6b17836c21b1bdb22.tif,614,441,Industrial Land,Industrial Park and Factory
Com,94694fcbbe9469745a5f595854208c6b.tif,ImageSets\Com\94694fcbbe9469745a5f595854208c6b.tif,263,212,Commercial Zones,Office Campus
Agr,94b736fc85fe1f0f840234f3d8528f64.tif,ImageSets\Agr\94b736fc85fe1f0f840234f3d8528f64.tif,365,366,Agriculture and Nature,Wasteland
Ind,94bb680c9746f5d55737ca9e9b5a13d1.tif,ImageSets\Ind\94bb680c9746f5d55737ca9e9b5a13d1.tif,124,238,Industrial Land,Construction Site
Ind,94edaac468a48fd9760ea67aa39aa0e4.tif,ImageSets\Ind\94edaac468a48fd9760ea67aa39aa0e4.tif,439,141,Industrial Land,Industrial Park and Factory
Agr,95949406729730be25646c25912157b6.tif,ImageSets\Agr\95949406729730be25646c25912157b6.tif,253,521,Agriculture and Nature,Forestland and Grassland
Res,95aef3376a00d632a363b1f0d1542476.tif,ImageSets\Res\95aef3376a00d632a363b1f0d1542476.tif,266,249,Residential Districts,High-rise Residential Buildings
Res,95bf921cef91adfd987557aa7ab161ea.tif,ImageSets\Res\95bf921cef91adfd987557aa7ab161ea.tif,389,206,Residential Districts,High-rise Residential Buildings
Pub,9640104543b884ceefca02c59242da19.tif,ImageSets\Pub\9640104543b884ceefca02c59242da19.tif,131,164,Public Services,Educational and Research Institutions
Agr,9655fb323609224e36fddacbcd0de809.tif,ImageSets\Agr\9655fb323609224e36fddacbcd0de809.tif,470,479,Agriculture and Nature,Wasteland
Res,9684d7e61c09a45905d401651d98fea5.tif,ImageSets\Res\9684d7e61c09a45905d401651d98fea5.tif,171,179,Residential Districts,High-rise Residential Buildings
Res,96fb5294b1daa33862cd27957df015aa.tif,ImageSets\Res\96fb5294b1daa33862cd27957df015aa.tif,112,177,Residential Districts,Villas and High-end Residences
Pub,9704808c5b7c57d1863bff30871292ff.tif,ImageSets\Pub\9704808c5b7c57d1863bff30871292ff.tif,188,297,Public Services,Educational and Research Institutions
Res,971a70a6e118238d784d23f91901715a.tif,ImageSets\Res\971a70a6e118238d784d23f91901715a.tif,418,326,Residential Districts,High-rise Residential Buildings
Agr,9723a457ae8a9504d9528af7e7462b42.tif,ImageSets\Agr\9723a457ae8a9504d9528af7e7462b42.tif,121,123,Agriculture and Nature,Forestland and Grassland
Pub,972cea364829497b1622ac60bd477417.tif,ImageSets\Pub\972cea364829497b1622ac60bd477417.tif,689,1095,Public Services,Educational and Research Institutions
Ind,97539f57ed1fcc066e0ab6f82da484ea.tif,ImageSets\Ind\97539f57ed1fcc066e0ab6f82da484ea.tif,114,146,Industrial Land,Industrial Park and Factory
Agr,982fcfe6d365fd65a4a38c59bc2913a6.tif,ImageSets\Agr\982fcfe6d365fd65a4a38c59bc2913a6.tif,324,344,Agriculture and Nature,Mountain
Res,98353859880827546b7eab40cd0ede44.tif,ImageSets\Res\98353859880827546b7eab40cd0ede44.tif,385,427,Residential Districts,High-rise Residential Buildings
Pub,983de94f6622305f52488d8eb178bc2e.tif,ImageSets\Pub\983de94f6622305f52488d8eb178bc2e.tif,185,85,Public Services,Parks and Squares
Com,9912bfbd9d3501160b06afdcd0074108.tif,ImageSets\Com\9912bfbd9d3501160b06afdcd0074108.tif,168,140,Commercial Zones,Commercial Market
Res,99586e08658121d793d9385245ada43c.tif,ImageSets\Res\99586e08658121d793d9385245ada43c.tif,360,286,Residential Districts,High-rise Residential Buildings
Ind,99cf51413062e15be632cc052fc05e14.tif,ImageSets\Ind\99cf51413062e15be632cc052fc05e14.tif,252,296,Industrial Land,Industrial Park and Factory
Agr,9a349e04df3fea0f62cad938776b8057.tif,ImageSets\Agr\9a349e04df3fea0f62cad938776b8057.tif,1684,1181,Agriculture and Nature,Farmland
Pub,9a420b1f92c2a8bead1265eab64a0d70.tif,ImageSets\Pub\9a420b1f92c2a8bead1265eab64a0d70.tif,195,169,Public Services,Educational and Research Institutions
Pub,9a740e7b5391a8af20424a9ad2ed2712.tif,ImageSets\Pub\9a740e7b5391a8af20424a9ad2ed2712.tif,234,220,Public Services,Educational and Research Institutions
Agr,9a765952834716c6128ed3406692d062.tif,ImageSets\Agr\9a765952834716c6128ed3406692d062.tif,351,227,Agriculture and Nature,Forestland and Grassland
Pub,9aca9b6832d8ca13b545c10d689df917.tif,ImageSets\Pub\9aca9b6832d8ca13b545c10d689df917.tif,312,382,Public Services,Educational and Research Institutions
Res,9ae98d8f464475c2197dca02a023e0f4.tif,ImageSets\Res\9ae98d8f464475c2197dca02a023e0f4.tif,146,132,Residential Districts,High-rise Residential Buildings
Pub,9b0bb8f91fc7080979ae23f264b0deb4.tif,ImageSets\Pub\9b0bb8f91fc7080979ae23f264b0deb4.tif,208,198,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Res,9b813c9390ff5f6a6e2889a469e507ff.tif,ImageSets\Res\9b813c9390ff5f6a6e2889a469e507ff.tif,209,120,Residential Districts,High-rise Residential Buildings
Com,9c16b0337b2081be2154a66c5313357f.tif,ImageSets\Com\9c16b0337b2081be2154a66c5313357f.tif,149,162,Commercial Zones,Business Tower
Pub,9c475be3619c542e3856483f02ca9296.tif,ImageSets\Pub\9c475be3619c542e3856483f02ca9296.tif,801,320,Public Services,Parks and Squares
Res,9c6b3240864171c29cc81beefd4e2168.tif,ImageSets\Res\9c6b3240864171c29cc81beefd4e2168.tif,433,432,Residential Districts,Urban Villages
Agr,9ca114ebae13f4b24337a9a5dc215ef5.tif,ImageSets\Agr\9ca114ebae13f4b24337a9a5dc215ef5.tif,974,764,Agriculture and Nature,Farmland
Agr,9cb633d1556be937c47da3315c181a02.tif,ImageSets\Agr\9cb633d1556be937c47da3315c181a02.tif,1449,1886,Agriculture and Nature,Mountain
Ind,9cea5ec441bc3f48934f258cc96b340a.tif,ImageSets\Ind\9cea5ec441bc3f48934f258cc96b340a.tif,289,306,Industrial Land,Industrial Park and Factory
Pub,9d22b4e1f2aee9f15ea731bf971480f1.tif,ImageSets\Pub\9d22b4e1f2aee9f15ea731bf971480f1.tif,217,193,Public Services,Educational and Research Institutions
Pub,9d399ed76ab62931c5a679c5d342a37c.tif,ImageSets\Pub\9d399ed76ab62931c5a679c5d342a37c.tif,229,193,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Agr,9d91278e6cab8b6a9284729235bfa48f.tif,ImageSets\Agr\9d91278e6cab8b6a9284729235bfa48f.tif,468,544,Agriculture and Nature,Water
Ind,9dae9bbcfebd5c3cd8053070c67bb39b.tif,ImageSets\Ind\9dae9bbcfebd5c3cd8053070c67bb39b.tif,114,116,Industrial Land,Construction Site
Agr,9dff5115d4b9db7a30d32746ac4a5cf5.tif,ImageSets\Agr\9dff5115d4b9db7a30d32746ac4a5cf5.tif,865,524,Agriculture and Nature,Farmland
Ind,9e177258c6eeafedccfe9bfc1e7ce4da.tif,ImageSets\Ind\9e177258c6eeafedccfe9bfc1e7ce4da.tif,204,251,Industrial Land,Construction Site
Agr,9e9b92e5d8f39fcd79fa4ee50ec019b6.tif,ImageSets\Agr\9e9b92e5d8f39fcd79fa4ee50ec019b6.tif,253,325,Agriculture and Nature,Forestland and Grassland
Ind,9ec3afe98c000f8b50efff27486fa0d8.tif,ImageSets\Ind\9ec3afe98c000f8b50efff27486fa0d8.tif,297,260,Industrial Land,Industrial Park and Factory
Ind,9f86b4a16328df77e726b41114e75a24.tif,ImageSets\Ind\9f86b4a16328df77e726b41114e75a24.tif,424,247,Industrial Land,Industrial Park and Factory
Com,9fd0804606f9af56f427fb76462c2e68.tif,ImageSets\Com\9fd0804606f9af56f427fb76462c2e68.tif,200,243,Commercial Zones,Office Campus
Ind,a012e285bbb3a3f84100298070e6c06d.tif,ImageSets\Ind\a012e285bbb3a3f84100298070e6c06d.tif,117,121,Industrial Land,Industrial Park and Factory
Com,a04e24a7fe241ed2a16b7f771047dba1.tif,ImageSets\Com\a04e24a7fe241ed2a16b7f771047dba1.tif,159,170,Commercial Zones,Commercial Market
Agr,a0704a28ba434f93aefa80b004c02d89.tif,ImageSets\Agr\a0704a28ba434f93aefa80b004c02d89.tif,2088,527,Agriculture and Nature,Farmland
Agr,a0a1f525c3243d84adce773c42fdef25.tif,ImageSets\Agr\a0a1f525c3243d84adce773c42fdef25.tif,194,242,Agriculture and Nature,Wasteland
Pub,a0e13d6e914023caea5317306b212ffc.tif,ImageSets\Pub\a0e13d6e914023caea5317306b212ffc.tif,316,256,Public Services,Educational and Research Institutions
Res,a116b41d1911d389fb7267317e53a0cf.tif,ImageSets\Res\a116b41d1911d389fb7267317e53a0cf.tif,114,124,Residential Districts,High-rise Residential Buildings
Agr,a1e07f56ed82c0da096158c649aff848.tif,ImageSets\Agr\a1e07f56ed82c0da096158c649aff848.tif,1552,2319,Agriculture and Nature,Farmland
Ind,a22ad2942def88637a72f1ad17ddd6f0.tif,ImageSets\Ind\a22ad2942def88637a72f1ad17ddd6f0.tif,392,342,Industrial Land,Industrial Park and Factory
Com,a22d4e8c912546f0db6075a491cffac5.tif,ImageSets\Com\a22d4e8c912546f0db6075a491cffac5.tif,346,307,Commercial Zones,Office Campus
Com,a2812888504fb42f2e95d1c2c90de37b.tif,ImageSets\Com\a2812888504fb42f2e95d1c2c90de37b.tif,196,228,Commercial Zones,Office Campus
Res,a2c9be40215d0b7c6cc0b448cba3fc2a.tif,ImageSets\Res\a2c9be40215d0b7c6cc0b448cba3fc2a.tif,123,140,Residential Districts,High-rise Residential Buildings
Com,a2cba6ed813e34b68275c99d2c0839ae.tif,ImageSets\Com\a2cba6ed813e34b68275c99d2c0839ae.tif,173,132,Commercial Zones,Hotel
Res,a2ceb9046b6826a684142a35c83edf2e.tif,ImageSets\Res\a2ceb9046b6826a684142a35c83edf2e.tif,322,211,Residential Districts,High-rise Residential Buildings
Pub,a354c46dabed2d89169c7c809cc249ac.tif,ImageSets\Pub\a354c46dabed2d89169c7c809cc249ac.tif,146,151,Public Services,Parks and Squares
Ind,a37a4dbdfc8b68ae7644869167c06de7.tif,ImageSets\Ind\a37a4dbdfc8b68ae7644869167c06de7.tif,732,696,Industrial Land,Industrial Park and Factory
Com,a3a760f7f2f881adb1edc3d7fe605f43.tif,ImageSets\Com\a3a760f7f2f881adb1edc3d7fe605f43.tif,195,180,Commercial Zones,Office Campus
Ind,a3af26378fd1c9ad3ef94d40b6648903.tif,ImageSets\Ind\a3af26378fd1c9ad3ef94d40b6648903.tif,561,178,Industrial Land,Construction Site
Agr,a46cb987a523b65168b4f6b1a2377e0b.tif,ImageSets\Agr\a46cb987a523b65168b4f6b1a2377e0b.tif,5478,4337,Agriculture and Nature,Mountain
Agr,a4a2dd1adc7119f1832243d82383637f.tif,ImageSets\Agr\a4a2dd1adc7119f1832243d82383637f.tif,1047,972,Agriculture and Nature,Farmland
Ind,a54ca81883328d1d266cfcb03b9c6669.tif,ImageSets\Ind\a54ca81883328d1d266cfcb03b9c6669.tif,203,143,Industrial Land,Industrial Park and Factory
Pub,a5d3e836ec09e61633cef15443702b53.tif,ImageSets\Pub\a5d3e836ec09e61633cef15443702b53.tif,948,696,Public Services,Non-profit Public Institutions(Museum; Stadium; Hospital)
Res,a5fc492e0442831ce857be8db210bb4a.tif,ImageSets\Res\a5fc492e0442831ce857be8db210bb4a.tif,271,322,Residential Districts,Urban Villages
Ind,a6804078b16d5f6774b7fe23888ee1dd.tif,ImageSets\Ind\a6804078b16d5f6774b7fe23888ee1dd.tif,600,498,Industrial Land,Industrial Park and Factory
Res,a684f1b077a220e1f0191ec37067e447.tif,ImageSets\Res\a684f1b077a220e1f0191ec37067e447.tif,166,138,Residential Districts,High-rise Residential Buildings
Res,a68b841f9578381f7280ee7f057a31ce.tif,ImageSets\Res\a68b841f9578381f7280ee7f057a31ce.tif,174,231,Residential Districts,High-rise Residential Buildings
Ind,a68c33a8f3b496e807183b2d5858089c.tif,ImageSets\Ind\a68c33a8f3b496e807183b2d5858089c.tif,188,152,Industrial Land,Industrial Park and Factory
Ind,a690b477efa9719bb2e577c8fab40f78.tif,ImageSets\Ind\a690b477efa9719bb2e577c8fab40f78.tif,394,189,Industrial Land,Industrial Park and Factory
Com,a6c61fc84e24c4e4d68db56d40afce9f.tif,ImageSets\Com\a6c61fc84e24c4e4d68db56d40afce9f.tif,157,134,Commercial Zones,Office Campus
Ind,a744f30c6dec0e78d1178649a166c085.tif,ImageSets\Ind\a744f30c6dec0e78d1178649a166c085.tif,174,141,Industrial Land,Industrial Park and Factory
Pub,a786d99d1367745325546bbfa59f6e23.tif,ImageSets\Pub\a786d99d1367745325546bbfa59f6e23.tif,175,189,Public Services,Educational and Research Institutions
Res,a7d575bb5858acdc47424daebe4ac793.tif,ImageSets\Res\a7d575bb5858acdc47424daebe4ac793.tif,565,341,Residential Districts,High-rise Residential Buildings
Agr,a8008307c7f2270faa42ba4e42e07a4c.tif,ImageSets\Agr\a8008307c7f2270faa42ba4e42e07a4c.tif,223,121,Agriculture and Nature,Forestland and Grassland
Com,a86821f795f8df296da3a0e9f4300f47.tif,ImageSets\Com\a86821f795f8df296da3a0e9f4300f47.tif,237,216,Commercial Zones,Office Campus
Res,a91cc69f6074fb3bf49305e8b255e7db.tif,ImageSets\Res\a91cc69f6074fb3bf49305e8b255e7db.tif,206,233,Residential Districts,Villas and High-end Residences
